"DATE","NCON65Q4","NCON66Q1","NCON66Q2","NCON66Q3","NCON66Q4","NCON67Q1","NCON67Q2","NCON67Q3","NCON67Q4","NCON68Q1","NCON68Q2","NCON68Q3","NCON68Q4","NCON69Q1","NCON69Q2","NCON69Q3","NCON69Q4","NCON70Q1","NCON70Q2","NCON70Q3","NCON70Q4","NCON71Q1","NCON71Q2","NCON71Q3","NCON71Q4","NCON72Q1","NCON72Q2","NCON72Q3","NCON72Q4","NCON73Q1","NCON73Q2","NCON73Q3","NCON73Q4","NCON74Q1","NCON74Q2","NCON74Q3","NCON74Q4","NCON75Q1","NCON75Q2","NCON75Q3","NCON75Q4","NCON76Q1","NCON76Q2","NCON76Q3","NCON76Q4","NCON77Q1","NCON77Q2","NCON77Q3","NCON77Q4","NCON78Q1","NCON78Q2","NCON78Q3","NCON78Q4","NCON79Q1","NCON79Q2","NCON79Q3","NCON79Q4","NCON80Q1","NCON80Q2","NCON80Q3","NCON80Q4","NCON81Q1","NCON81Q2","NCON81Q3","NCON81Q4","NCON82Q1","NCON82Q2","NCON82Q3","NCON82Q4","NCON83Q1","NCON83Q2","NCON83Q3","NCON83Q4","NCON84Q1","NCON84Q2","NCON84Q3","NCON84Q4","NCON85Q1","NCON85Q2","NCON85Q3","NCON85Q4","NCON86Q1","NCON86Q2","NCON86Q3","NCON86Q4","NCON87Q1","NCON87Q2","NCON87Q3","NCON87Q4","NCON88Q1","NCON88Q2","NCON88Q3","NCON88Q4","NCON89Q1","NCON89Q2","NCON89Q3","NCON89Q4","NCON90Q1","NCON90Q2","NCON90Q3","NCON90Q4","NCON91Q1","NCON91Q2","NCON91Q3","NCON91Q4","NCON92Q1","NCON92Q2","NCON92Q3","NCON92Q4","NCON93Q1","NCON93Q2","NCON93Q3","NCON93Q4","NCON94Q1","NCON94Q2","NCON94Q3","NCON94Q4","NCON95Q1","NCON95Q2","NCON95Q3","NCON95Q4","NCON96Q1","NCON96Q2","NCON96Q3","NCON96Q4","NCON97Q1","NCON97Q2","NCON97Q3","NCON97Q4","NCON98Q1","NCON98Q2","NCON98Q3","NCON98Q4","NCON99Q1","NCON99Q2","NCON99Q3","NCON99Q4","NCON00Q1","NCON00Q2","NCON00Q3","NCON00Q4","NCON01Q1","NCON01Q2","NCON01Q3","NCON01Q4","NCON02Q1","NCON02Q2","NCON02Q3","NCON02Q4","NCON03Q1","NCON03Q2","NCON03Q3","NCON03Q4","NCON04Q1","NCON04Q2","NCON04Q3","NCON04Q4","NCON05Q1","NCON05Q2","NCON05Q3","NCON05Q4","NCON06Q1","NCON06Q2","NCON06Q3","NCON06Q4","NCON07Q1","NCON07Q2","NCON07Q3","NCON07Q4","NCON08Q1","NCON08Q2","NCON08Q3","NCON08Q4","NCON09Q1","NCON09Q2","NCON09Q3","NCON09Q4","NCON10Q1","NCON10Q2","NCON10Q3","NCON10Q4","NCON11Q1","NCON11Q2","NCON11Q3","NCON11Q4","NCON12Q1","NCON12Q2","NCON12Q3","NCON12Q4","NCON13Q1","NCON13Q2","NCON13Q3","NCON13Q4","NCON14Q1","NCON14Q2","NCON14Q3","NCON14Q4","NCON15Q1","NCON15Q2","NCON15Q3","NCON15Q4"
"1950:Q4","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","197.8","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","#N/A","#N/A","#N/A","#N/A","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","#N/A","#N/A","#N/A","#N/A","#N/A","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","#N/A","#N/A","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.5","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1"
"1951:Q1","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","#N/A","#N/A","#N/A","#N/A","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","#N/A","#N/A","#N/A","#N/A","#N/A","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","#N/A","#N/A","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4","209.4"
"1951:Q2","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","#N/A","#N/A","#N/A","#N/A","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","#N/A","#N/A","#N/A","#N/A","#N/A","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","#N/A","#N/A","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1","205.1"
"1951:Q3","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","205.4","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","206.2","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","207.3","#N/A","#N/A","#N/A","#N/A","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","#N/A","#N/A","#N/A","#N/A","#N/A","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","#N/A","#N/A","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8"
"1951:Q4","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.2","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","#N/A","#N/A","#N/A","#N/A","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","#N/A","#N/A","#N/A","#N/A","#N/A","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","#N/A","#N/A","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7"
"1952:Q1","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","#N/A","#N/A","#N/A","#N/A","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","#N/A","#N/A","#N/A","#N/A","#N/A","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","#N/A","#N/A","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1","213.1"
"1952:Q2","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","215.1","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","#N/A","#N/A","#N/A","#N/A","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","#N/A","#N/A","#N/A","#N/A","#N/A","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","#N/A","#N/A","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2"
"1952:Q3","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","217.2","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","#N/A","#N/A","#N/A","#N/A","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","#N/A","#N/A","#N/A","#N/A","#N/A","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","#N/A","#N/A","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7"
"1952:Q4","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","#N/A","#N/A","#N/A","#N/A","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","#N/A","#N/A","#N/A","#N/A","#N/A","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","#N/A","#N/A","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9"
"1953:Q1","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","228.3","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","#N/A","#N/A","#N/A","#N/A","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","#N/A","#N/A","#N/A","#N/A","#N/A","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","#N/A","#N/A","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.8","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5"
"1953:Q2","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","#N/A","#N/A","#N/A","#N/A","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","#N/A","#N/A","#N/A","#N/A","#N/A","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","#N/A","#N/A","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.2","233.2","233.2","233.2","233.2","233.2","233.2","233.2","233.2","233.2"
"1953:Q3","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","#N/A","#N/A","#N/A","#N/A","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","#N/A","#N/A","#N/A","#N/A","#N/A","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","#N/A","#N/A","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9"
